fixture_id,date,season,home_team,away_team,home_goals,away_goals,total_goals,over_2_5,home_attack_rating_joint,home_defense_rating_joint,away_attack_rating_joint,away_defense_rating_joint,home_xg_last5_weighted_ucl,away_xg_last5_weighted_ucl,home_xg_against_last5_weighted_ucl,away_xg_against_last5_weighted_ucl,home_expected_rating_joint,away_expected_rating_joint,combined_expected_rating_joint,rating_gap_joint,home_expected_geo_ucl,away_expected_geo_ucl,combined_expected_geo_ucl,poisson_p_over_geo_ucl
946887,2022-10-04,2022,Inter,Barcelona,1,0,1,0,0.002209137906383863,-0.00185298874855054,0.00141847738871225,-0.0017606958452726547,,,,,0.0004484420611112082,-0.0004345113598382901,1.3930701272918096e-05,0.0008829534209494983,,,,
946891,2022-10-05,2022,Chelsea,AC Milan,3,0,3,1,0.0019127591781848338,-0.001925317716869156,0.0013840576516270387,-0.001865565550522849,,,,,4.719362766198495e-05,-0.0005412600652421173,-0.0004940664375801323,0.0005884536929041022,,,,
946894,2022-10-05,2022,Sevilla,Borussia Dortmund,1,4,5,1,-0.0007224011249489351,-0.0016865777533013884,0.002907789384766509,0.00032048020937319336,,,,,-0.00040192091557574174,0.0012212116314651207,0.0008192907158893789,-0.0016231325470408625,,,,
946900,2022-10-11,2022,AC Milan,Chelsea,0,2,2,0,0.0013840576516270387,-0.001865565550522849,0.0019127591781848338,-0.001925317716869156,,,,,-0.0005412600652421173,4.719362766198495e-05,-0.0004940664375801323,-0.0005884536929041022,,,,
946903,2022-10-11,2022,Borussia Dortmund,Sevilla,1,1,2,0,0.002907789384766509,0.00032048020937319336,-0.0007224011249489351,-0.0016865777533013884,,,,,0.0012212116314651207,-0.00040192091557574174,0.0008192907158893789,0.0016231325470408625,,,,
946909,2022-10-12,2022,Barcelona,Inter,3,3,6,1,0.00141847738871225,-0.0017606958452726547,0.002209137906383863,-0.00185298874855054,,,,,-0.0004345113598382901,0.0004484420611112082,1.3930701272918096e-05,-0.0008829534209494983,,,,
946905,2022-10-12,2022,Napoli,Ajax,4,2,6,1,0.002305517111371078,-0.0022000822320917233,0.005503643610421869,-0.0028382847974193536,,,,,-0.0005327676860482754,0.003303561378330146,0.0027707936922818704,-0.0038363290643784213,,,,
946911,2022-10-12,2022,Tottenham,Eintracht Frankfurt,3,2,5,1,0.0016409861714774079,-0.0011666134932754122,-1.4662329471645361e-05,0.0002121894146605738,,,,,0.0018531755861379818,-0.0011812758227470576,0.0006718997633909241,0.003034451408885039,,,,
946918,2022-10-25,2022,Borussia Dortmund,Manchester City,0,0,0,0,0.003066383226033266,0.00021922587685293437,0.005788130544254384,-0.0027407101946497724,,,,,0.00032567303138349374,0.006007356421107318,0.006333029452490811,-0.005681683389723824,,,,
946917,2022-10-25,2022,RB Leipzig,Real Madrid,3,2,5,1,0.0024443987453622498,-0.0001307634780129894,0.003441833156792522,-0.0026788562697980583,,,,,-0.00023445752443580856,0.003311069678779533,0.0030766121543437243,-0.0035455272032153414,,,,
946928,2022-10-26,2022,Eintracht Frankfurt,Marseille,2,1,3,1,0.00018343312658081144,0.00025416137000960155,0.000872542308306376,-0.001760638364849527,,,,,-0.0015772052382687157,0.0011267036783159776,-0.0004505015599527381,-0.0027039089165846932,,,,
946924,2022-10-26,2022,Ajax,Liverpool,0,3,3,1,0.0059268910384512085,-0.0021990353225979486,0.004482245806065247,-0.002382639629021593,,,,,0.0035442514094296156,0.0022832104834672982,0.0058274618928969135,0.0012610409259623174,,,,
946926,2022-10-26,2022,Barcelona,Bayern Munich,0,3,3,1,0.0015664713151419183,-0.001765225321947476,0.006214659599783544,-0.0020485945341738605,,,,,-0.0004821232190319422,0.004449434277836068,0.003967311058804126,-0.00493155749686801,,,,
946925,2022-10-26,2022,Atletico Madrid,Bayer Leverkusen,2,2,4,1,0.0003444378483601759,-0.0015366778981394855,0.0019896818164396968,0.0004633978103724331,,,,,0.0008078356587326091,0.00045300391830021126,0.0012608395770328203,0.0003548317404323978,,,,
946936,2022-11-01,2022,Marseille,Tottenham,1,2,3,1,0.000872542308306376,-0.001760638364849527,0.0014318643469633215,-0.0012774248631404598,,,,,-0.0004048825548340838,-0.00032877401788620553,-0.0007336565727202893,-7.610853694787827e-05,,,,
946931,2022-11-01,2022,Liverpool,Napoli,2,0,2,0,0.004482245806065247,-0.002382639629021593,0.002920810523488984,-0.002153994941317097,,,,,0.00232825086474815,0.0005381708944673914,0.002866421759215541,0.0017900799702807585,,,,
946933,2022-11-01,2022,Bayern Munich,Inter,2,0,2,0,0.006214659599783544,-0.0020485945341738605,0.0024116760617151805,-0.001758845272929655,,,,,0.004455814326853889,0.00036308152754132,0.004818895854395209,0.004092732799312569,,,,
946941,2022-11-02,2022,Manchester City,Sevilla,3,1,4,1,0.005788130544254384,-0.0027407101946497724,-0.0007518408055741185,-0.0015868426897353027,,,,,0.004201287854519081,-0.0034925510002238908,0.0007087368542951903,0.007693838854742972,,,,
946943,2022-11-02,2022,Juventus,Paris Saint Germain,1,2,3,1,0.00025644096454750386,-0.0017541643503265415,0.003910280907650087,-0.002205291870486461,,,,,-0.0019488509059389571,0.002156116557323546,0.00020726565138458873,-0.004104967463262503,,,,
